station_id,place_id,name,distance,address,city,postal,review_count,rating,category_id,category_name,query_categories
8d5f47f01d7ad668419dfe9b7fe69c9a,E43R3DuzaKD05c-Ngv-4Nw,Jonathan Rogers Park,401.80776530695516,110 7 Avenue W,Vancouver,V5Y 1L7,11.0,4.5,parks,Parks,"beaches,parks,bicyclepaths,mountainbiking"
8d5f47f01d7ad668419dfe9b7fe69c9a,oCNy5AtXUagtQQQo0vqAtw,Charleson Park,909.0094422941835,999 Charleson Street,Vancouver,V5Z,20.0,4.5,parks|playgrounds,Parks|Playgrounds,"beaches,parks,bicyclepaths,mountainbiking"
8d5f47f01d7ad668419dfe9b7fe69c9a,0Dd1Cjt_XoVaEvPOkyBD-g,Coopers' Park,834.3602491141924,1020 Marinaside Crescent,Vancouver,V6Z,19.0,4.5,dog_parks,Dog Parks,"beaches,parks,bicyclepaths,mountainbiking"
8d5f47f01d7ad668419dfe9b7fe69c9a,lqhQMVcOu6NDNIQKP7a0rg,David Lam Park,1121.561507596327,1300 Pacific Blvd,Vancouver,V6Z,17.0,4.5,parks,Parks,"beaches,parks,bicyclepaths,mountainbiking"
8d5f47f01d7ad668419dfe9b7fe69c9a,-65-OqxIBL4qdTN5PA-svw,Mount Pleasant Park,1091.9445024781512,3161 Ontario Street,Vancouver,V5T 2Z1,4.0,5.0,parks|playgrounds,Parks|Playgrounds,"beaches,parks,bicyclepaths,mountainbiking"
8d5f47f01d7ad668419dfe9b7fe69c9a,tI70Wf2bTa2eH2rURHYp5Q,Major Matthews Park,640.6422779818486,2627 Manitoba Street,Vancouver,V5Y 3A9,1.0,5.0,parks,Parks,"beaches,parks,bicyclepaths,mountainbiking"
8d5f47f01d7ad668419dfe9b7fe69c9a,4nhH7mC7OGBRTu-9WSOmJw,Willow Park,675.2939318858411,802 W 7th Avenue,Vancouver,V5Z 1C1,1.0,4.0,parks,Parks,"beaches,parks,bicyclepaths,mountainbiking"
8d5f47f01d7ad668419dfe9b7fe69c9a,iLIGa6EvBujh-2bQHlvzkA,Habitat Island,687.7129665088638,1616 Columbia Street,Vancouver,V5Y 0B7,2.0,4.0,parks,Parks,"beaches,parks,bicyclepaths,mountainbiking"
8d5f47f01d7ad668419dfe9b7fe69c9a,2L0qLXc_pdGtPSIQzos6vw,Creekside Park,1056.6599231473515,1455 Quebec Street,Vancouver,V6A 3Z7,1.0,5.0,parks,Parks,"beaches,parks,bicyclepaths,mountainbiking"
8d5f47f01d7ad668419dfe9b7fe69c9a,m8JK1uIK1HNU-10oGn3OAQ,Mount Pleasant Skate Park,1011.4696751017485,58 West 16 Ave,Vancouver,V5Y,1.0,3.0,skate_parks,Skate Parks,"beaches,parks,bicyclepaths,mountainbiking"
8d5f47f01d7ad668419dfe9b7fe69c9a,ZDcCaLnP-33BC_ge2kon3A,Science World,1056.9177369451165,1455 Quebec Street,Vancouver,V6A 3Z7,190.0,4.0,museums,Museums,museums
8d5f47f01d7ad668419dfe9b7fe69c9a,DIf1ux1zR8cHp9neCEoyYg,OPUS Hotel Vancouver,1195.1685424485481,322 Davie Street,Vancouver,V6B 5Z6,179.0,4.5,hotels,Hotels,"hostels,hotels"
8d5f47f01d7ad668419dfe9b7fe69c9a,MGCORsjB8bxjUr8tMtRflA,Holiday Inn Vancouver-Centre,596.5922427111368,711 W Broadway,Vancouver,V5Z 3Y2,34.0,3.5,hotels|venues,Hotels|Venues & Event Spaces,"hostels,hotels"
8d5f47f01d7ad668419dfe9b7fe69c9a,BqZEwtFXtUV0QqU16wEqRA,Park Inn & Suites by Radisson,808.107006019684,898 West Broadway,Vancouver,V5Z 1J8,18.0,3.5,hotels|venues,Hotels|Venues & Event Spaces,"hostels,hotels"
8d5f47f01d7ad668419dfe9b7fe69c9a,fSbnU28GwQuUgAzC81SFhg,City Centre Motor Hotel,833.4573715864758,2111 Main Street,Vancouver,V5T 3C6,14.0,2.0,hotels,Hotels,"hostels,hotels"
8d6f0cbf7d44d2908c8ce73ed00dbf66,j5sV922XcXgvhAFNR4QeTw,Fifth and Pine Park,275.0358398712793,1696 W 5th Avenue,Vancouver,V6J 1N8,1.0,4.0,parks,Parks,"beaches,parks,bicyclepaths,mountainbiking"
8d6f0cbf7d44d2908c8ce73ed00dbf66,TMJ04QPJx-xf-UtpUk-AMQ,Granville Island Water Park,963.9389297825013,1348 Cartwright Street,Vancouver,V6H 3R9,3.0,5.0,waterparks|parks|playgrounds,Water Parks|Parks|Playgrounds,"beaches,parks,bicyclepaths,mountainbiking"
8d6f0cbf7d44d2908c8ce73ed00dbf66,hyRtWkhbOBr3JyuRyzTjTQ,Arbutus Greenway Park,793.955652522563,2228 W 11 Avenue,Vancouver,V5N 1Z7,1.0,4.0,parks|playgrounds,Parks|Playgrounds,"beaches,parks,bicyclepaths,mountainbiking"
8d6f0cbf7d44d2908c8ce73ed00dbf66,WXM44r9yvvv3J0GGAN_Q5Q,Granville Park,760.9721695164284,3001 Fir Street,Vancouver,V6J 5M9,1.0,5.0,parks|playgrounds|tennis,Parks|Playgrounds|Tennis,"beaches,parks,bicyclepaths,mountainbiking"
8d6f0cbf7d44d2908c8ce73ed00dbf66,_1Mn8FBU7TKq1vrVljBsWw,Ron Basford Park,1073.1276113353197,1218 Cartwright St,Vancouver,V6H 3R9,7.0,4.0,parks|theater,Parks|Performing Arts,"beaches,parks,bicyclepaths,mountainbiking"
8d6f0cbf7d44d2908c8ce73ed00dbf66,lga3zi9kT0fQSK_MK23X8g,Rosemary Brown Park,925.5481578497764,Vine Street,Vancouver,V6K 4V7,1.0,3.0,parks,Parks,"beaches,parks,bicyclepaths,mountainbiking"
8d6f0cbf7d44d2908c8ce73ed00dbf66,kj7j-VpJuGLEgAKDtNPA3g,Sutcliffe Park,898.90361610178,1318 Cartwright Street,Vancouver,V6H 3R8,2.0,4.5,parks,Parks,"beaches,parks,bicyclepaths,mountainbiking"
8d6f0cbf7d44d2908c8ce73ed00dbf66,wmzouEZJUH_8Pb7iR6Mtsw,Granville Loop Park,623.829916467574,1435 W 5th Avenue,Vancouver,V6H,4.0,3.5,parks,Parks,"beaches,parks,bicyclepaths,mountainbiking"
8d6f0cbf7d44d2908c8ce73ed00dbf66,yGQpwMjAF6yAolS3cwAV7A,Vancouver City,1153.1587826673974,1305 Arbutus Street,Vancouver,V6J 5N2,1.0,5.0,parks,Parks,"beaches,parks,bicyclepaths,mountainbiking"
8d6f0cbf7d44d2908c8ce73ed00dbf66,RmdhxrUMPIzS2x8SCHBBrg,A Bed & Breakfast Between Friends,611.1376621805716,1916 Arbutus Street,Vancouver,V6J 3X7,4.0,4.0,hotels|bedbreakfast,Hotels|Bed & Breakfast,"hostels,hotels"
