station_id,place_id,name,distance,address,city,postal,review_count,rating,category_id,category_name,query_categories
00fa94ad698dc4a9e4d708d6fd32f294,kajMc2fkWKdzKJ1M4pm47Q,Stanley Park,978.3868411473893,1166 Stanley Park Drive,Vancouver,V6G,1091.0,5.0,parks,Parks,"beaches,parks,bicyclepaths,mountainbiking"
00fa94ad698dc4a9e4d708d6fd32f294,VoziJj_Fw67OtZtdDzrpQg,English Bay Beach Park,783.4286931229532,1700 Beach Avenue,Vancouver,V6E 1V3,68.0,4.5,parks,Parks,"beaches,parks,bicyclepaths,mountainbiking"
00fa94ad698dc4a9e4d708d6fd32f294,XHJTdq8QJp6_9oCj5hU85w,Vancouver Seawall,663.4041154027393,,Vancouver,,101.0,5.0,hiking|parks,Hiking|Parks,"beaches,parks,bicyclepaths,mountainbiking"
00fa94ad698dc4a9e4d708d6fd32f294,EGZABxCmlA3PNwbSYXhLbA,Morton Park,426.33540096437616,1800 Morton Avenue,Vancouver,V6G 1Z1,14.0,4.5,parks,Parks,"beaches,parks,bicyclepaths,mountainbiking"
00fa94ad698dc4a9e4d708d6fd32f294,AVulOVkLG2LIRaOdOAmdlA,Lost Lagoon,328.53150797596703,Lagoon Dr,Vancouver,V6G,18.0,4.5,parks|lakes,Parks|Lakes,"beaches,parks,bicyclepaths,mountainbiking"
00fa94ad698dc4a9e4d708d6fd32f294,2CxBAbnFIOfjRASbWcHC4w,Stanley Park 2nd Beach Picnic Area,715.1282158908086,Ceperly 2nd Beach,Vancouver,V6G 3E2,8.0,3.5,beaches,Beaches,"beaches,parks,bicyclepaths,mountainbiking"
00fa94ad698dc4a9e4d708d6fd32f294,4563XS_PrPJivPv_R5sW3Q,Alexandra Park,721.7089573577003,1755 Beach avenue,Vancouver,V6E 1V3,1.0,5.0,parks,Parks,"beaches,parks,bicyclepaths,mountainbiking"
00fa94ad698dc4a9e4d708d6fd32f294,kRl_c-eObP6vf3KbJ0fulw,Movies in the Park,701.0888104080183,Stanley Park Dr,Vancouver,V6G,6.0,4.5,parks|arts,Parks|Arts & Entertainment,"beaches,parks,bicyclepaths,mountainbiking"
00fa94ad698dc4a9e4d708d6fd32f294,42Tg2jf217mRb_rqYpKAbw,Stanley Park Shuffleboard Court Area - Gated Off-lease Dog Park,395.49827183098444,2000 W Georgia Street,Vancouver,V6G,1.0,3.0,dog_parks,Dog Parks,"beaches,parks,bicyclepaths,mountainbiking"
00fa94ad698dc4a9e4d708d6fd32f294,TBcn1EwTCv3EsF4SEI3s4w,Lovers Walk Trail,1287.4175000952578,Lovers Walk,Vancouver,V6G,2.0,5.0,hiking|parks,Hiking|Parks,"beaches,parks,bicyclepaths,mountainbiking"
