station_id,place_id,name,distance,address,city,postal,review_count,rating,category_id,category_name,query_categories
a9f0b06d07f89b75e92c0cf686223aea,KwMakQ-ozY7U7OySlRb-Kw,L'Hermitage Hotel,810.9593001977541,788 Richards Street,Vancouver,V6B 3A4,149.0,4.5,hotels,Hotels,"hostels,hotels"
a9f0b06d07f89b75e92c0cf686223aea,CmaaIg045RLf7ne5cjEP8A,The Listel Hotel,381.1207281979886,1300 Robson St,Vancouver,V6E 1C5,131.0,4.0,catering|hotels,Caterers|Hotels,"hostels,hotels"
a9f0b06d07f89b75e92c0cf686223aea,kYaGwhd_syg63_9nY0JtDQ,St. Regis Hotel,677.274334430192,602 Dunsmuir Street,Vancouver,V6B 1Y6,91.0,4.5,hotels,Hotels,"hostels,hotels"
a9f0b06d07f89b75e92c0cf686223aea,YdNYxAdL8oHmFPp8SOw_wg,Fairmont Waterfront,750.8095923801044,900 Canada Place Way,Vancouver,V6C 3L5,141.0,4.0,hotels,Hotels,"hostels,hotels"
a9f0b06d07f89b75e92c0cf686223aea,EOwOJWs29mAT4XK4QaDPdA,West End Guest House,508.0221925077397,1362 Haro St,Vancouver,V6E 1G2,29.0,4.5,hotels|bedbreakfast,Hotels|Bed & Breakfast,"hostels,hotels"
a9f0b06d07f89b75e92c0cf686223aea,qX2ujLB8KnjGQvTKX7dbFQ,Pan Pacific Vancouver,798.2293080351984,999 Canada Place,Vancouver,V6C 3B5,233.0,4.0,hotels,Hotels,"hostels,hotels"
a9f0b06d07f89b75e92c0cf686223aea,UuT87K7cBklh57XTVSKfMw,"The Westin Bayshore, Vancouver",820.1104426916797,1601 Bayshore Drive,Vancouver,V6G 2V4,216.0,4.0,hotels,Hotels,"hostels,hotels"
a9f0b06d07f89b75e92c0cf686223aea,QlAT8YnelUU02uBF_Q_8Cw,"Georgian Court Hotel, BW Premier Collection",1144.9995867425603,773 Beatty St,Vancouver,V6B 2M4,108.0,4.0,hotels,Hotels,"hostels,hotels"
a9f0b06d07f89b75e92c0cf686223aea,xgmZLXklsI4gAmJ0HtyDIg,Sheraton Vancouver Wall Centre,651.1003781971233,1000 Burrard Street,Vancouver,V6Z 2R9,227.0,3.5,hotels,Hotels,"hostels,hotels"
a9f0b06d07f89b75e92c0cf686223aea,dD2gesRGWMBnk3V_3djvIw,Carmana Plaza,50.34343362424487,1128 Alberni Street,Vancouver,V6E 4R6,15.0,3.5,hotels,Hotels,"hostels,hotels"
a9f0b06d07f89b75e92c0cf686223aea,V905IuasCwIRKqGaE5SljQ,Residence Inn Marriott,954.6770242876336,1234 Hornby Street,Vancouver,V6Z 1W2,118.0,4.0,hotels,Hotels,"hostels,hotels"
a9f0b06d07f89b75e92c0cf686223aea,Mc_r7aQX98IIBS9PNoU66Q,The Burrard,727.3165118350374,1100 Burrard Street,Vancouver,V6Z 1Y7,117.0,4.0,hotels,Hotels,"hostels,hotels"
a9f0b06d07f89b75e92c0cf686223aea,9tshb1PcMax8HnRloxMNnA,Hampton Inn & Suites by Hilton Vancouver-Downtown,1160.1753541530054,111 Robson Street,Vancouver,V6B 2A8,70.0,4.0,hotels,Hotels,"hostels,hotels"
a9f0b06d07f89b75e92c0cf686223aea,KhgziEuHFZ0WQX5KR7Y0fA,Times Square Suites,1058.9638620451756,1821 Robson St,Vancouver,V6G 3E4,42.0,4.5,hotels,Hotels,"hostels,hotels"
a9f0b06d07f89b75e92c0cf686223aea,xIVU7wV7VtAGanwxaSy0gg,Barclay House,514.2017314972722,1351 Barclay Street,Vancouver,V6E 1H6,18.0,5.0,hotels|bedbreakfast,Hotels|Bed & Breakfast,"hostels,hotels"
a9f0b06d07f89b75e92c0cf686223aea,SxDiU9uvfKDCpM46RYXtoQ,WorldMark Vancouver - The Canadian,709.9003149100195,1080 Hornby St,Vancouver,V6Z 2Y7,26.0,4.5,resorts|hotels|vacation_rentals,Resorts|Hotels|Vacation Rentals,"hostels,hotels"
a9f0b06d07f89b75e92c0cf686223aea,-xPVpKPBUbdSMaYCSw4ZjA,Hotel BLU Vancouver,1099.9639140327454,177 Robson Street,Vancouver,V6B,80.0,4.0,hotels,Hotels,"hostels,hotels"
a9f0b06d07f89b75e92c0cf686223aea,LcJzaVdpu5nLK1Ud82M4rQ,Metropolitan Hotel Vancouver,474.295412926742,645 Howe Street,Vancouver,V6C 2Y9,94.0,3.5,hotels,Hotels,"hostels,hotels"
a9f0b06d07f89b75e92c0cf686223aea,c6UJpyfLbtzsi_rkbq-vEQ,Delta Hotels by Marriott Vancouver Downtown Suites,847.5113862772245,550 W Hastings Street,Vancouver,V6B 1L6,106.0,4.0,hotels,Hotels,"hostels,hotels"
a9f0b06d07f89b75e92c0cf686223aea,FOlNNGrqmZybfNKGprPeog,Hilton Vancouver Downtown,859.0658704093777,433 Robson Street,Vancouver,V6B 6L9,19.0,4.5,hotels|venues,Hotels|Venues & Event Spaces,"hostels,hotels"
a9f0b06d07f89b75e92c0cf686223aea,pt3M6iXbTxWNT7tk12KaFw,EXchange Hotel Vancouver,583.7813336983678,475 Howe Street,Vancouver,V6C 2B3,54.0,4.0,hotels,Hotels,"hostels,hotels"
a9f0b06d07f89b75e92c0cf686223aea,JVj1l9F74p6VOC2ty-pM2A,Sunset Inn & Suites,895.5986772027696,1111 Burnaby St,Vancouver,V6E 1P4,58.0,4.0,hotels,Hotels,"hostels,hotels"
a9f0b06d07f89b75e92c0cf686223aea,eoZgdUMqPGARSpZ9lf6IAQ,Victorian Hotel,950.2957249651348,514 Homer St,Vancouver,V6B 2V6,64.0,4.0,hotels,Hotels,"hostels,hotels"
a9f0b06d07f89b75e92c0cf686223aea,UwDCIgezB0_cxXdRH0sefQ,Samesun,782.3319179709099,1018 Granville Street,Vancouver,V6Z 1L5,66.0,4.0,hostels,Hostels,"hostels,hotels"
a9f0b06d07f89b75e92c0cf686223aea,uXoaKaYtF5XIePMtU26FDg,YWCA Hotel,1146.9768027020787,733 Beatty Street,Vancouver,V6B 2M4,37.0,4.0,hotels,Hotels,"hostels,hotels"
a9f0b06d07f89b75e92c0cf686223aea,IRH_vA6GUtj0LTh17x6Qqw,The Century Plaza Hotel & Spa,600.5540614131181,1015 Burrard Street,Vancouver,V6Z 1Y5,124.0,3.0,hotels,Hotels,"hostels,hotels"
a9f0b06d07f89b75e92c0cf686223aea,lOR1v62ZHd32pSdmbFkXCA,The Kingston Hotel Bed & Breakfast,754.7247597003718,757 Richards St,Vancouver,V6B 3A6,55.0,4.0,hotels|bedbreakfast,Hotels|Bed & Breakfast,"hostels,hotels"
a9f0b06d07f89b75e92c0cf686223aea,q8OBPtSRDnhA6Mo_tn00iQ,Hotel Belmont,785.5254734608164,654 Nelson Street,Vancouver,V6B 6K4,71.0,3.5,hotels,Hotels,"hostels,hotels"
a9f0b06d07f89b75e92c0cf686223aea,k3CmR5RiT3ulGJoT98D-Aw,Auberge Vancouver Hotel,640.996325073276,837 W Hastings Street,Vancouver,V6C 2X1,24.0,4.0,hotels,Hotels,"hostels,hotels"
a9f0b06d07f89b75e92c0cf686223aea,W5OzeU-X2YBu2WMJkbAH3g,HI Vancouver Central,758.4268475388636,1025 Granville St,Vancouver,V6Z 1L4,30.0,4.0,hostels,Hostels,"hostels,hotels"
a9f0b06d07f89b75e92c0cf686223aea,omazP5tKatX3kHWZ0mJFkA,Hotel Belmont,785.5254734608164,654 Nelson Street,Vancouver,V6B 6K4,10.0,4.5,hotels,Hotels,"hostels,hotels"
a9f0b06d07f89b75e92c0cf686223aea,SyQ1JRfIbMLIUlFHAkEB6w,Days Inn Downtown,521.9354905796038,921 W Pender Street,Vancouver,V6C 1L6,34.0,2.5,hotels,Hotels,"hostels,hotels"
a9f0b06d07f89b75e92c0cf686223aea,-qh3C46Iakx97xgknLOIDg,Barclay Hotel,427.5462667291495,1348 Robson Street,Vancouver,V6E 1C5,33.0,3.5,hotels,Hotels,"hostels,hotels"
a9f0b06d07f89b75e92c0cf686223aea,j39hugqMuV97KAzmEU0vWQ,Landis Hotel & Suites,919.7315665171495,1200 Hornby Street,Vancouver,V6Z 1W2,26.0,4.0,hotels,Hotels,"hostels,hotels"
a9f0b06d07f89b75e92c0cf686223aea,UjxAXbFp2ltBMZAFPf5wHA,Moda Hotel,774.3715446035366,900 Seymour St,Vancouver,V6B 3L9,132.0,3.0,hotels,Hotels,"hostels,hotels"
a9f0b06d07f89b75e92c0cf686223aea,cndyFF25zNYwD9b98pMfvQ,Best Western Premier Chateau Granville Hotel & Suites,906.5236941642246,1100 Granville St,Vancouver,V6Z 2B6,72.0,2.5,hotels,Hotels,"hostels,hotels"
aa1cbf97abc3cd50515bc54633a9bb2a,Ue5qaMsRhK2bUqo7bVhl5Q,Crab Park,705.2671333030221,101 E Waterfront Rd,Vancouver,V6A,25.0,4.0,parks,Parks,"beaches,parks,bicyclepaths,mountainbiking"
aa1cbf97abc3cd50515bc54633a9bb2a,GlYICUHh-vsbdBsdjnRwMg,Harbour Green Park,785.8953260578917,1199 W Cordova Street,Vancouver,V6C 0A1,15.0,4.5,parks,Parks,"beaches,parks,bicyclepaths,mountainbiking"
aa1cbf97abc3cd50515bc54633a9bb2a,-fHqwIU4S-uD9O-ouzhE_A,Rainbow Park,850.7064653067779,872 Richards Street,Vancouver,V6B 3B4,4.0,5.0,parks,Parks,"beaches,parks,bicyclepaths,mountainbiking"
aa1cbf97abc3cd50515bc54633a9bb2a,SWVK2Gl3tx_-SRr-kUIaHw,Victory Square,422.49074524557614,200 W Hastings St,Vancouver,V6B 1H2,10.0,3.5,landmarks|parks,Landmarks & Historical Buildings|Parks,"beaches,parks,bicyclepaths,mountainbiking"
aa1cbf97abc3cd50515bc54633a9bb2a,KiRXFRtSzRbgU_55Nj845Q,Portal Park,553.0200689200545,1099 W Hastings Street,Vancouver,V6E 4E2,1.0,5.0,parks,Parks,"beaches,parks,bicyclepaths,mountainbiking"
aa1cbf97abc3cd50515bc54633a9bb2a,-nnbiBMMbT5gj4zVnxvyuA,Cathedral Square,371.2498123056511,566 Richards Street,Vancouver,V6B 1X4,2.0,3.0,parks,Parks,"beaches,parks,bicyclepaths,mountainbiking"
aa1cbf97abc3cd50515bc54633a9bb2a,07geewQvderr61mRx9mjmA,Smithe-Richards Downtown Park,842.3584751686049,872 Richards St,Vancouver,V6B 3B4,1.0,5.0,parks|playgrounds,Parks|Playgrounds,"beaches,parks,bicyclepaths,mountainbiking"
aa1cbf97abc3cd50515bc54633a9bb2a,5-3wyrIOYInzwEZHTQP9nw,Yaletown Park,1069.7473111568704,901 Mainland Street,Vancouver,V6B 1T2,8.0,2.0,parks,Parks,"beaches,parks,bicyclepaths,mountainbiking"
aa1cbf97abc3cd50515bc54633a9bb2a,urdEvzGYiapFJWbO2uBdiQ,Andy Livingstone Park,1090.4314794934414,89 Expo Boulevard,Vancouver,V6B 1R1,5.0,3.0,parks,Parks,"beaches,parks,bicyclepaths,mountainbiking"
aa1cbf97abc3cd50515bc54633a9bb2a,bFQBBVUNF3wY6e4RMysDxw,Rotery Beach Park,1180.093655775661,Richards Davie Street,Vancouver,V6E 4L2,1.0,3.0,parks,Parks,"beaches,parks,bicyclepaths,mountainbiking"
aa1cbf97abc3cd50515bc54633a9bb2a,h7H3QdzykDSYzY29Hk3LvQ,Vancouver Art Gallery,649.06055711007,750 Hornby Street,Vancouver,V6Z 2H7,188.0,3.5,artmuseums,Art Museums,museums
aa1cbf97abc3cd50515bc54633a9bb2a,f1H0R3PH2JY2z6eo6U3w1A,Bill Reid Gallery of Northwest Coast Art,513.6885695079928,639 Hornby Street,Vancouver,V6C 2G3,14.0,4.5,museums|galleries,Museums|Art Galleries,museums
aa1cbf97abc3cd50515bc54633a9bb2a,_rbK_14-6DicNJb4D1RyqQ,Chinese Canadian Museum,879.2445969831742,51 East Pender Street,Vancouver,V6A 1S9,2.0,5.0,museums,Museums,museums
aa1cbf97abc3cd50515bc54633a9bb2a,wV9Tx82ELBeBWnVYtlBZ-g,Rennie Museum,878.3341243347627,51 E Pender Street,Vancouver,V6A 1S9,3.0,2.5,museums,Museums,museums
aa1cbf97abc3cd50515bc54633a9bb2a,UcbVu6kMUytS3BXSw545rw,Chinese Cultural Centre of Greater Vancouver,902.9367518425073,50 Pender St E,Vancouver,V6A 1T1,4.0,2.5,museums,Museums,museums
aa1cbf97abc3cd50515bc54633a9bb2a,jBxdh-9KXvNf5YUBsxTP0g,Fairmont Pacific Rim,434.5676872063873,1038 Canada Place Way,Vancouver,V6C 0B9,257.0,4.5,hotels,Hotels,"hostels,hotels"
aa1cbf97abc3cd50515bc54633a9bb2a,YdNYxAdL8oHmFPp8SOw_wg,Fairmont Waterfront,200.5658012031288,900 Canada Place Way,Vancouver,V6C 3L5,141.0,4.0,hotels,Hotels,"hostels,hotels"
aa1cbf97abc3cd50515bc54633a9bb2a,c6UJpyfLbtzsi_rkbq-vEQ,Delta Hotels by Marriott Vancouver Downtown Suites,166.02737835602085,550 W Hastings Street,Vancouver,V6B 1L6,106.0,4.0,hotels,Hotels,"hostels,hotels"
aa1cbf97abc3cd50515bc54633a9bb2a,qX2ujLB8KnjGQvTKX7dbFQ,Pan Pacific Vancouver,250.22626021208086,999 Canada Place,Vancouver,V6C 3B5,233.0,4.0,hotels,Hotels,"hostels,hotels"
aa1cbf97abc3cd50515bc54633a9bb2a,kYaGwhd_syg63_9nY0JtDQ,St. Regis Hotel,378.2651686326506,602 Dunsmuir Street,Vancouver,V6B 1Y6,91.0,4.5,hotels,Hotels,"hostels,hotels"
aa1cbf97abc3cd50515bc54633a9bb2a,ESYgaAU5w7wdvhhHs3Wwsg,Rosewood Hotel Georgia,544.7356471122994,801 W Georgia Street,Vancouver,V6C 1P7,124.0,4.5,hotels,Hotels,"hostels,hotels"
aa1cbf97abc3cd50515bc54633a9bb2a,pt3M6iXbTxWNT7tk12KaFw,EXchange Hotel Vancouver,252.57478688380485,475 Howe Street,Vancouver,V6C 2B3,54.0,4.0,hotels,Hotels,"hostels,hotels"
aa1cbf97abc3cd50515bc54633a9bb2a,8snL4a-AN2JHWxgK62riUQ,Hyatt Regency Vancouver,585.9933272977931,655 Burrard Street,Vancouver,V6C 2R7,302.0,4.0,hotels|venues,Hotels|Venues & Event Spaces,"hostels,hotels"
aa1cbf97abc3cd50515bc54633a9bb2a,E1FGWviFkHNH9NfnxAEaVw,Executive Hotel LeSoleil,416.38085955808606,567 Hornby Street,Vancouver,V6C 2E8,88.0,4.5,hotels,Hotels,"hostels,hotels"
aa1cbf97abc3cd50515bc54633a9bb2a,KwMakQ-ozY7U7OySlRb-Kw,L'Hermitage Hotel,668.4743079536121,788 Richards Street,Vancouver,V6B 3A4,149.0,4.5,hotels,Hotels,"hostels,hotels"
aa1cbf97abc3cd50515bc54633a9bb2a,1ZWwVOwu2BI7v7Hh-PlDGQ,Vancouver Marriott Pinnacle Downtown Hotel,651.6544346957522,1128 West Hastings Street,Vancouver,V6E 4R5,185.0,4.0,hotels,Hotels,"hostels,hotels"
aa1cbf97abc3cd50515bc54633a9bb2a,k3CmR5RiT3ulGJoT98D-Aw,Auberge Vancouver Hotel,211.0224929646258,837 W Hastings Street,Vancouver,V6C 2X1,24.0,4.0,hotels,Hotels,"hostels,hotels"
aa1cbf97abc3cd50515bc54633a9bb2a,D6LNse4cYkf_e-U6zJdgBA,Wedgewood Hotel,830.6160599059542,845 Hornby Street,Vancouver,V6Z 1V1,79.0,4.5,hotels,Hotels,"hostels,hotels"
aa1cbf97abc3cd50515bc54633a9bb2a,eZzkZw5KCDreq7kor4_WUg,Loden Hotel,800.2106017562961,1177 Melville Street,Vancouver,V6E 0A3,154.0,4.5,hotels,Hotels,"hostels,hotels"
aa1cbf97abc3cd50515bc54633a9bb2a,MvZWVmSAsTKKYuHPOcAkXQ,Shangri-La,813.806732349789,1128 W Georgia Street,Vancouver,V6E 0A8,105.0,4.5,hotels,Hotels,"hostels,hotels"
aa1cbf97abc3cd50515bc54633a9bb2a,eoZgdUMqPGARSpZ9lf6IAQ,Victorian Hotel,364.97742221848256,514 Homer St,Vancouver,V6B 2V6,64.0,4.0,hotels,Hotels,"hostels,hotels"
aa1cbf97abc3cd50515bc54633a9bb2a,QlAT8YnelUU02uBF_Q_8Cw,"Georgian Court Hotel, BW Premier Collection",827.4342592453844,773 Beatty St,Vancouver,V6B 2M4,108.0,4.0,hotels,Hotels,"hostels,hotels"
aa1cbf97abc3cd50515bc54633a9bb2a,4mR255_3-j7g24ZylLFX2A,Fairmont Hotel Vancouver,634.6282077017352,900 West Georgia Street,Vancouver,V6C 2W6,255.0,3.5,hotels,Hotels,"hostels,hotels"
aa1cbf97abc3cd50515bc54633a9bb2a,kmlTLQBg8Ujh75_UZrmRWw,The Sutton Place Hotel,900.9989982039579,845 Burrard St,Vancouver,V6Z 2K6,255.0,4.0,hotels,Hotels,"hostels,hotels"
aa1cbf97abc3cd50515bc54633a9bb2a,wfBQO46asX0DLpS0SlSACw,Coast Coal Harbour Vancouver Hotel by APA,756.4992333443041,1180 West Hastings,Vancouver,V6E 4R5,85.0,4.0,hotels|venues,Hotels|Venues & Event Spaces,"hostels,hotels"
aa1cbf97abc3cd50515bc54633a9bb2a,9tshb1PcMax8HnRloxMNnA,Hampton Inn & Suites by Hilton Vancouver-Downtown,867.3734184702134,111 Robson Street,Vancouver,V6B 2A8,70.0,4.0,hotels,Hotels,"hostels,hotels"
aa1cbf97abc3cd50515bc54633a9bb2a,PSoOJqgIXe7z9_Wpbb_Lxw,Pinnacle Hotel Harbourfront,667.3776567241241,1133 W Hastings Street,Vancouver,V6E 3T3,136.0,3.5,hotels,Hotels,"hostels,hotels"
aa1cbf97abc3cd50515bc54633a9bb2a,-xPVpKPBUbdSMaYCSw4ZjA,Hotel BLU Vancouver,829.4193435771772,177 Robson Street,Vancouver,V6B,80.0,4.0,hotels,Hotels,"hostels,hotels"
aa1cbf97abc3cd50515bc54633a9bb2a,LcJzaVdpu5nLK1Ud82M4rQ,Metropolitan Hotel Vancouver,467.095898544793,645 Howe Street,Vancouver,V6C 2Y9,94.0,3.5,hotels,Hotels,"hostels,hotels"
aa1cbf97abc3cd50515bc54633a9bb2a,WGdCrG3tW3RIlnZkaA5I8A,Paradox Hotel Vancouver,836.9461268448719,1161 W Georgia Street,Vancouver,V6E 0C6,21.0,4.5,hotels,Hotels,"hostels,hotels"
